41	DEEP RENDER LTD	DEEP RENDER LTD	None	None	2023-03-31	AI-based Image-As-Video Streaming	Deep Render Ltd is a London based deep-tech start-up developing the next generation of AI-based media compression algorithms. Our proprietary and patented technology is at the forefront of machine learning research. Deep Render is combining the fields of artificial intelligence, statistics and information theory to unlock the fundamental limits of image and video compression: The human eye is the best data compressor known to humanity - with compression ratios at least 2,000 times better than everything developed to date. Our Biological Compression approach approximates the neurological processes of the human eye through a non-linear, learning-based approach, thereby creating a novel class of highly efficient compression algorithms. We are world leaders in this domain, and our unique, AI-based image compression technology is already providing a 75% efficiency gain over the best previous compression standards. As global data consumption is growing exponentially with more than 80% of traffic being Image/Video, Deep Render's AI-based compression technology is vital to bypass broadband constraints. The outbreak of COVID-19 has now accelerated this growth, as a result of the crisis, internet usage has increased significantly. In particular, the demand for live-streaming and video-chat services. Therefore we want to apply our already working image compression codec to live-video streaming. The outcome of the project is to extend our image compression codec to an image-as-video live-streaming codec, at least 75% more efficient than the current state-of-the-art. Our target customers are the live video chat services (Zoom, Skype, Microsoft Teams), as well as the entertainment industry, including live streaming platforms (Twitch, Facebook, Instagram, YouTube). Our value proposition is easy to understand. By making file sizes 75% smaller, we directly increase the bandwidth supply of the internet for live-streaming by a factor of 4\. Increasing the bandwidth supply by making file sizes smaller, is magnitudes more value- and time-efficient than increasing the bandwidth supply through rewiring the globe with progressively more fibre-cables. Deep Render is going to help create a new age in which bandwidth constraints are a problem of the past. As a result of COVID 19 solving this problem has gained more importance and Deep Render is determined to create a fast solution.	UK Research and Innovation	Research Grant	50000.0 GBP
42	Nicolas Battich	Hubrecht Institute Van Oudenaarden Group Hubrecht Institute	Hubrecht Institute Van Oudenaarden Group Hubrecht Institute	2017-01-01	2017-07-31	A single-cell multi-omics approach to study mouse pre-implantation development	Pre-implantation development in mammals involves complex processes at the level of genomic organization, DNA methylation and transcriptional activity, leading to embryonic genome activation. How different epigenetic markers interact in single mouse blastomeres at early stages of development to influence the transcription of genes, and to what extent these processes vary from cell to cell and between embryos, is not fully understood. Although, in recent years a number of methods that enable single-cell omics measurement have been described, their integration to measure more than one entity in a single cell has remained challenging. Here, I propose a novel strategy for the integrated measurement of different epigenetic markers in combination with the measurement of nascent transcripts in single cells. The strategy relies on the use of a combination of specific restriction enzymes, for the measurement of 5-methylcytosine (MspJI), 5-hydroxymethylcytosine (AbaSI) and accessible chromatin (MseI and/or NlaIII), as well as 2’-fluoro GTP analogues in combination with specific RNases for the measurement of nascent transcripts. The application of these technologies to pre-implantation mouse embryos will shed light into the relationships of different epigenetic markers and their influence on transcription at the single cell level, and how these processes result in cell differentiation during early development. I further propose to use new deep-learning libraries, such as TensorFlow or Caffe, to quantitatively model and gain understanding of these dynamic processes in single blastomere cells.	Swiss National Science Foundation	Early Postdoc.Mobility	None
43	Dr Alastair Droop	Wellcome Trust Sanger Institute	Cancer Genetics and Genomics	2019-04-08	2021-02-13	Facilitating Deep Learning with Domain-Specific Knowledge	Although a good conceptual fit, current methods in deep learning do not perform particularly well on biological data. One reason for this is the paucity of samples: we simply do not have enough data to train a neural network of sufficient size or complexity to learn the intricacies of our input datasets. Although we have many fewer biological samples, we have a much richer understanding of the underlying structure of the observations, as we have extensive prior knowledge about the interactions between genes. I am planning to use this rich prior knowledge to enhance the efficiency of the training process in two ways: 1) Appropriate data embedding A common technique in ML is to transform the input data into a form that is easier for the neural network to train upon (embedding). For example, high-dimensional data could be reduced using PCA to a lower dimensional form before use, thus removing unnecessary noise before training. I propose to develop similar methods using the large body of expertise in transcriptomic data analysis in Leeds to define suitable embedding strategies for preprocessing the input datasets. 2) Biologically appropriate network topologies A standard neural network consists of several hidden layers of neurones connected (both inside and between layers) in a regular manner. I propose a similar approach to learning gene expression analysis in which we use the vast amount of prior knowledge available in online repositories (such as the Gene Ontology, KEGG and String) to build intermediate neural network layers that model the known biological pathways and interactions in the data. This way, the ML approach does not need to learn these already-known interactions.	Medical Research Council	Fellowship	185651.0 GBP
44	Dr Deepti Gurdasani	Wellcome Trust Sanger Institute	Human Genetics	2018-02-14	2019-06-25	Predictive analytics of integrated genomic and clinical data using machine learning and complex statistical approaches	Although the utility of complex statistical, machine and deep learning (ML and DL) approaches in the context of multi-dimensional data has been clearly demonstrated, these methods have not been widely utilised to improve novel drug discovery and clinical risk prediction. This proposal aims to harness the potential of large-scale integrated genetic and health data to spur innovation, and develop predictive algorithms to improve clinical decision making and patient health. Specifically, this will focus on the development and evaluation of ML and DL frameworks for GWAS, and clinical risk prediction using publicly available large-scale EHR and genomics biodata resources, including UK Biobank, Genomics England and INTERVAL studies. Transcriptomic and functional data will be integrated into these using predictive approaches, where this has not been directly measured. This will be implemented in three stages: 1) assessment of complex time-dependent statistical approaches for modelling of hazard; 2) optimisation and assessment of existing ML and DL approaches for modelling of clinical risk; 3) development of novel approaches, specifically using recurrent neural networks (RNNs) to incorporate temporality and missingness in clinical data, including time varying covariates to accurately model complex hazard functions; the objective of this project will be to develop approaches that appropriately leverage the rich longitudinal and time-dependent data on individuals shown by us and others to substantially improve clinical risk prediction. In addition to risk prediction, this proposal will also focus on improving our understanding of genetic aetiology of disease. In addition to standard GWAS approaches, hybrid ML and GWAS approaches for prioritisation of candidate genes, and genetic variants associated with disease will also be applied, potentially improving the power to identify novel associations, with important implications for prioritisation of therapeutic targets.	Medical Research Council	Fellowship	319508.0 GBP
45	Dr David Wright	Queen's University of Belfast	Centre for Public Health	2018-02-14	2021-02-13	Data driven public health approaches for diabetic retinopathy and age-related macular degeneration	This fellowship will focus on the use of EHR and retinal imaging to improve population eye health. Developing novel outcome measures for chronic eye disease: Management of age-related macular degeneration (AMD) requires regular monitoring and rapid treatment if the wet form of the disease develops. Changes in either ocular structures or visual function can signal progression to wet AMD. 3D retinal imaging based on Optical Coherence Tomography can resolve ocular structures in unprecedented detail and QUB researchers have expertise using the latest modalities. However, analytical methods are sub-optimal, especially when attempting to link structural and functional changes. In this project, novel statistical methods will be developed to integrate a large retinal imaging dataset of AMD patients with EHRs of visual function. The aim is to develop meaningful outcome measures of AMD progression for use in clinical trials. Optimising diabetic retinopathy screening: Diabetic retinopathy (DR) is one of the most common causes of sight loss among working-age people in the UK. Those at risk of DR are screened; retinal photographs are taken at regular intervals and images are manually graded for specific pathologies. The aim of this project is to explore the potential of integrating automated image analysis into the Northern Ireland DR screening programme to both target treatment more effectively and reduce costs. A key challenge is predicting DR progression. There may be subtle patterns of retinal changes predicting DR progression that can be detected only by integrating data from many thousands of patients. Using screening images drawn from the NI diabetic eye screening programme (c. 87,000 patients), the fellow will apply the latest deep learning techniques (convolutional neural networks) to detect novel features predictive of DR progression. Performance of the automated methods will be assessed along with the potential for improvements to the screening programme.	Medical Research Council	Fellowship	279158.0 GBP
46	Prof. Titus NEUPERT	University Of Zurich	None	2018-01-01	2022-12-31	New paradigms for correlated quantum matter: Hierarchical topology, Kondo topological metals, and deep learning	Discovering, classifying and understanding phases of quantum matter is a core goal of condensed matter physics. Next to the notion of symmetry breaking phases, the concept of topological phases of matter is a prevailing theme of recent research. Topological phases are envisioned for various applications due to their universal and robust properties, such as protected conducting boundary modes, and provoke fundamental questions about the nature of many-body quantum states by providing the basis for exotic quasiparticles. In this ERC research project, I propose several new topological phases and novel numerical approaches for studying and classifying the most sought-after topological phases of matter. Concretely, I propose the concept of three-dimensional hierarchical topological insulators, which, in contrast to the known topological phases, do not posses gapless surface, but protected gapless edge modes. Moreover, I plan to study topological metals arising in strongly correlated Kondo systems, going beyond the current paradigm of considering topological metals that arise in the absence of electronic correlations. Furthermore, I propose to make the analogous step for topological superconductors, which have been studied as free models to search for Majorana quasiparticles: For the first time, I want to explore strongly interacting systems that realize the more powerful parafermion quasiparticles with numerical techniques. Finally, in a cross-disciplinary and exploratory sub-project, I will employ methods of deep neural networks to classify strongly correlated quantum phases using supervised learning combined with a technique called deep dreaming. Each of these sub-projects has the potential to make a paradigm-changing contribution to the study of strongly correlated and topological states of quantum matter and the combination of them allows to take advantage of synergy effects and a balance between high-risk and definitely feasible key developments.	European Research Council	Starting Grant	1362401.0 EUR
47	Dr Watjana Lilaonitkul	University College London	Institute of Health Informatics	2018-02-14	2021-02-13	Artificial Intelligence in Medical Treatment Decisions and Diagnosis	The data set is made of anonymised EHRs from the Great Osmond Street Hospital. Over time, we look to engage the NIHR Health Informatics Collaborative and other hospitals that are part of HDR London and HDR UK to collaboratively expand the data set. In the diagnosis network, we exploit a deep recurrent neural network architecture. We model EHR data using multi-task Gaussian processes (MGP) - a probabilistic model used to handle missing values and irregularly spaced observation times - and employ Long-Short-Term Memory (LSTM) units to capture long-range dependencies and nonlinear dynamics. We implement a multi-level deeply supervised network by introducing companion objective functions for each hidden layer that we will combine with the final loss value. We will also explore the effect of attention mechanisms on performance. We will compare the network performance with several state-of-the-art models and consider timeliness along with other metrics that quantify discrimination and accuracy. In the network where the goal is to learn optimal treatment regimens, we exploit a deep reinforcement learning architecture. We adopt an MGP-LSTM module to impute and interpolate the discretised EHR inputs, and employ a duelling Q-network architecture to learn the Q-values. The expected loss and gradient in the MGP layer will be approximated using a fixed number of Monte Carlo sampling. A different action-reward training environment will be structured for each disease explored. To speed up learning, we will explore prioritised experience. We will compare the network and physician performance using the estimated expected total Q-values.	Medical Research Council	Fellowship	313016.0 GBP
48	Dr Theo Sanderson	The Francis Crick Institute	None	2017-06-01	2021-05-31	Revealing the systems biology of malaria with a super-resolution atlas of the Plasmodium parasite	We now know that a majority of the malaria parasites 5,000 genes are essential for normal growth in the asexual blood stage (Bushell*, Gomes*, Sanderson*, et al., 2017). What we don’t know is why – what roles do these proteins play, and how do they contribute to parasite virulence? Building a systems-level understanding of malaria biology will require better answering that question, and doing so at the scale of the genome. One key question is protein localisation: the malaria parasite has many parasite-specific organelles, yet just 15% of its proteins have been imaged by microscopy to date. I propose to build a model of the three-dimensional localisations of at least 70% of P. falciparum proteins across the parasite's 48 hour intraerythocytic development cycle. I will do this by combining a recently-developed automated culture system with cutting edge super-resolution techniques. Using deep learning approaches, I will extract statistical maps of proteins from thousands of tagged lines, and generate a unified model of each protein’s localisation in an archetypical parasite developing over time. This data will generate profound insights into parasite ultrastructure which will be followed up with live-cell microscopy and conditional genetic approaches to understand the function of selected novel structures.	Wellcome Trust	Sir Henry Wellcome Postdoctoral Fellowship	250000.0 GBP
49	MSc BSc Rafael REISENHOFER	University of Vienna	None	2018-10-15	2020-10-14	Depth and Discriminability in Deep Learning Architectures	Deep neural networks have recently provided astounding results in a wide range of classification and regression tasks. This has sparked a renewed interest in the rigorous mathematical analysis of deep neural network architectures with the goal of uncovering the underlying principles that facilitate their groundbreaking success. Recent fundamental results already provide a better understanding of the relationship between depth and expressive power as well as a detailed analysis of the approximation properties of deep neural networks. It was also shown that certain types of convolutional neural networks exhibit desirable invariance properties such as stability with respect to small deformations. The present proposal aims at a mathematical investigation of another important property of a deep learning architecture, namely its discriminatory behavior. In most classification tasks, different classes are intertwined in a complex manner in the input space. In order to succeed, the realization of a deep neural network needs to disentangle those classes such that they can be separated in the corresponding feature space. Our goal is to better understand how the depth and other characteristics of a neural network influence its discriminatory power in the sense that they facilitate a clear separation of signal classes. Eventually, we aim to prove statements that quantify the discriminative power of a deep learning architecture with respect to distinct classes of signals as a function of depth and properties of the corresponding signals. The classification behavior of a neural network is mostly determined by its invariance properties on one side and its discriminatory properties on the other side. We will thus focus our investigation on a special class of convolutional neural networks, so-called scattering networks, for which substantial results regarding invariance and stability have already been established. We furthermore aim to utilize that when considering the modulus squared as a non-linearity, the output of each layer in a scattering network can be explicitly written as a cascade of autocorrelations in the frequency domain. In the initial phase of the project, we will investigate the discriminatory properties of scattering architectures with respect to simple template signal classes, such as signals that are sparse in the time or frequency domain. We then aim to extend our analysis to signal classes that resemble the structure of practical machine learning tasks in the sense that they are defined by shifts and time-frequency deformations of single prototype signals. Eventually, we aim to translate our theoretical findings into applicable guidelines regarding the optimal design of deep learning architectures for specific classification tasks. The research will primarily be conducted by the applicant (Rafael Reisenhofer) on a full-time basis. The work of the applicant will be supported by the invaluable expertise of the co-applicant (Philipp Grohs).	Austrian Science Fund FWF	None	156140.0 EUR
50	Dr Konrad Wagstyl	University of Cambridge	None	2019-08-05	2023-08-05	Deep Learning of Cerebral Cortex Microstructure	My research aims to bridge the gap between in vivo neuroimaging and underlying brain microstructure. MRI can inform us of shape or signal intensity changes in neurological and psychiatric diseases but has limited interpretability with respect to underlying neurobiological disturbances. Currently such specific measurement of neurobiology is only accessible through ex vivo histological techniques. I wish to further our understanding of how in vivo MRI reflects microstructure through three interrelated projects. 1) I will map the distribution of microstructural properties, including cytoarchitecture, myeloarchitecture and receptor-architecture to whole-brain reference atlases, thus representing these features in the space of brain scans. 2) I will create deep learning frameworks for analysing cerebral cortical structure. 3) I will use computational tools to link in vivo MRI cortical structure to its underlying microstructure in health and disease. I will use high-resolution and multi-modal structural MRI data to link interregional and interlaminar MRI differences to their underlying microstructural source. I will apply deep learning to a large cohort of patients with a form of surgically remediable epilepsy, focal cortical dysplasia, which is characterised by abnormal microstructure. This work aims to solve the clinical challenge of identifying subtle epileptogenic structural abnormalities from a patient’s presurgical MRI scan.	Wellcome Trust	Sir Henry Wellcome Postdoctoral Fellowship	300000.0 GBP
51	Ao. Prof. Dr. Andreas HOLZINGER	Medical University of Graz	None	2019-11-04	2022-11-03	A Reference Model of Explainable AI for the Medical Domain	Towards A Reference Model of Explainable AI for the Medical Domain Andreas Holzinger December, 27, 2018 The progress of statistical machine learning methods has made AI increasingly successful. Deep learning exceeds human performance even in the medical domain. However, their full potential is limited by the difficulty to generate the underlying explanatory structures. The central problem is that they are regarded as "black-boxes" and even if we understand the mathematical principles, they lack an explicit declarative knowledge representation. A motivation for this project are rising legal and privacy issues. This does not imply a ban on automatic learning approaches or an obligation to explain everything all the time, however, there must be a possibility to make results re-traceable on demand - understandable by a human domain expert. We learned of a variety of technical solutions which are currently in development, which could help explain AI/ML systems and their decisions. Transparent algorithms could appropriately enhance trust of medical professionals, thereby raising acceptance of machine learning. Recently, the Google AI team emphasized the significance of research in explainable AI, the importance of Human-Computer Interaction (HCI) research for Knowledge Discovery from Data (KDD), and the urgent need for a research framework around the field of interpretability. In our ongoing research collaboration "Machine learning for diagnosis of colorectal cancer" with the Google AI group and the Institute of Pathology (Ethics Vote Medical University Graz 30-184 ex17/18) a training data set for AI/ML in digital pathology has been generated. As agreed with our colleagues at the Google AI group, we have now the chance to use machine learning algorithms developed in this context for our test environment; in return we will research towards making their algorithms explainable for our domain experts, who have the benefits of using the results for their medical teaching. This project will focus on but is not limited to digital pathological data and context. The advantage of this project is working with real-world data (under full ethics/data protection regulations) together with medical experts. This project will provide important contributions to the international research community in the following ways: evidence in various methods of explainability and novel methods and urgently needed tools for benchmarking and evaluation; Moreover, the contributions gained in this project can be used generally for reverse-engineering human learning and cognitive development and specifically to engineer more human like machine learning systems. All outcomes of this project will be made openly available to the international research community.	Austrian Science Fund FWF	Stand-Alone Projects	392773.5 EUR
52	Dr Brown	University of Lincoln	None	2020-09-07	2023-09-06	Towards an open-source, equipment-agnostic framework for automated welfare monitoring in the home cage	The moral implications of using mice and other higher animals in biomedical research has been a topic of debate for many years, and has steered various efforts towards minimising animal suffering. As the number of mice used in biomedical research continues to rise, there is greater emphasis than ever on approaches to refine husbandry protocols and humane endpoints to ensure that welfare concerns are dealt with swiftly and efficiently. Home cage monitoring has been proposed as a means capturing animal behaviour through the light and dark phases so that welfare deficits might be captured without the need for human intervention. Several commercial and non-commercial systems have been designed to capture video footage (and other data) of mice that offer several advantages over conventional experimental designs: (1) behaviours can be captured in a familiar, enriched environment; (2) observations are not confounded by novel apparatus or human experimenters; (3) it serves as a permanent digital record; and (4) video data are amenable to automated image analysis techniques. The challenge that remains in the context of HCA is the ability to analyse video footage in a manner that is fully-automated, comprehensive, robust, and computationally efficient. Under this proposal, the successful studentship awardee will develop a solution to the problem of automated HCA based on deep learning; a state-of-the-art approach to computer vision problems that utilises computational models inspired by the human visual cortex. The technique will be based on the "anomaly detection", whereby a model is initially trained to capture the range of possible behaviours exhibited by mice under normal circumstances (i.e., without welfare deficits). The methods works by learning to produce a set of visual and motion features that describe the behaviours of the mice, and then having the same model attempt to "reconstruct" the input clip from the features. In doing so, the model is forced to capture only key information about normal behaviour. Given that video clips depicting welfare deficits are visually different normal behaviors by definition, the model will be less capable of representing those data. Dr James Brown will be the primary supervisor of this work, who has a strong record of interdisciplinary research involving mouse models. He has previously worked with the Mary Lyon Centre - a collaborator on this project - on development 3D image analysis techniques for mouse embryo phenotyping. He has recently published several high-impact articles on machine learning techniques for the diagnosis of retinal disease, and is currently seeking approval from the US Food & Drug Administration. Prof Xujiong Ye will co-supervise this project, bringing more than 20 years' experience in computer vision and medical image analysis in both industry and academia. The methods outlined in this proposal align well recent work published Prof Ye on the development of algorithms to track and assess the welfare of farmyard pigs from top-down video footage.	National Centre for the Replacement, Refinement and Reduction of Animals in Research	Studentship	90000.0 GBP
53	Ilya Safro	Clemson University	None	2020-05-01	2021-04-30	RAPID: Automated discovery of COVID-19 related hypotheses using publicly available scientific literature	Computer and Information Science and Engineering - The vast amounts of biomedical information that accumulate in modern databases (such as MEDLINE of the National Library of Medicine) impose a great difficulty for efficient wide surveying by researchers who try to evaluate new information considering existing biomedical literature even when advanced information search engines are used. Automated hypotheses generation systems are designed to help scientists to overcome these difficulties and accelerate their research. The pandemic situation with COVID-19 is precisely one of the cases when such systems can play an extremely important role in coping with the coronavirus. Using two different AI approaches, we have developed two systems to discover plausible hypotheses in the biomedical domain. In this project, we will will deploy the COVID-19 customized hypothesis generation and knowledge discovery system, massively run it on any relevant to this research queries, and publish the results (including trained AI models, and discovered information) in the open domain for broad scientific community with the goal to accelerate the COVID-19 research. This work focuses heavily on addressing fundamental knowledge discovery questions by modeling and formulating scientific hypotheses using the publicly available information in the biomedical domain. However, in general, these methods are not restricted to any specific information domain, i.e., they can be broadly used to discover knowledge in texts. Although our experimental work will be related to COVID-19, the methods can be applied with some reservations to any literature-based analysis. For example, in the Materials Science Initiative, one of the goals is to establish a systematic understanding of the material properties and discover new materials which can be done by analyzing using the massive corpus of papers. In the legal world, identifying related patents can be done using a similar hypothesis modeling methodology.<br/><br/>In the heart of the proposed approach lies a big multi-modal and multi-relational semantic knowledge network of all biomedical objects extracted from a variety of heterogeneous databases of the National Library of Medicine. These objects include but are not limited to scientific papers, abstracts, keywords, phrases, elements of thesaurus, genes, proteins, mutations, pathways, diseases, and diagnoses. We will leverage two systems, namely MOLIERE and AGATHA, that are based on structural and deep learning, respectively. We will customize them using the rapidly updated dataset of new papers that has not been yet processed by the National Library of Medicine but already exists in the open domain such as in various preprint archives and reports. The MOLIERE system is based on the network analysis techniques applied on the graph constructed using the low-dimensional embedding of the papers with the result interpretation methods that are based on the probabilistic topic modeling. The AGATHA system processes texts at much finer granularity, and creates a semantic knowledge network using more accurate embedding techniques followed by the deep learning training for knowledge discovery. Two systems complement each other. While the AGATHA is of higher quality, the MOLIERE is more interpretable. A combination of both will be leveraged in this research.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	104474.0 USD
54	Shahin Vassigh	Florida International University	None	2020-06-01	2021-05-31	RAPID: A Platform for Mitigating the Impacts of COVID-19 on the Healthcare System	Office of the Director - This COVID-19 RAPID research program will focus on addressing the shortage of essential medical supplies, Personal Protective Equipment, and crucial medical technologies. A surge in demand for specialized healthcare has also created a shortage of skilled medical professionals capable of operating highly technical machines while protecting themselves and others against this dangerous virus. Thus, providing rapid training for caregivers and increasing the supply of Personal Protective Equipment and medical technology is an immediate priority for combating this unprecedented pandemic. This project will leverage the research and technology currently under development in a National Science Foundation Convergence Accelerator project to provide an easy to use and access training application for caregivers, as well as networking capacity for problem-solving among stakeholders. This project will also build and foster partnerships among the healthcare community, medical equipment manufacturers and distributors, and grassroots efforts to rapidly deploy prototypes as it strives to create awareness of the project and its novel features.<br/><br/>The specific goals of this project are to provide training support, problem-solving resources, and professional networking for idea exchanges for healthcare professionals, caregivers, and technologists that are on the frontlines in the fight against COVID-19. Artificial Intelligence techniques such as deep learning and self-adaptive autonomous systems will be used to develop an intelligent knowledge network to support virtual communities, as well as, create Augmented Reality technologies for delivering efficient and engaging virtual training. Thus, the research objectives of this project include: 1) development of an Augmented Reality training mobile application for caregivers and technologists responding to the COVID-19 pandemic; 2) deployment of an online repository for equipment problem-solving resources; and 3) development of a professional networking application to disseminate research and best practices in the fight against COVID-19 for all stakeholders engaged in addressing the pandemic. The project's overarching focus is to create a web application with mobile Augmented Reality capability for training healthcare professionals at any location and time, in order to improve access to training with the medical equipment and increase the efficiency and reach of safety training. The project team will advance the knowledge base in computer science and spatial computing as it creates its Artificial Intelligence-powered Augmented Reality training. The team will disseminate its findings and technology through relevant scholarly conferences and journals.<br/><br/>This RAPID award is made by the Convergence Accelerator program in the Office of Integrative Activities using funds from the Coronavirus Aid, Relief, and Economic Security (CARES) Act, and is associated with the Convergence Accelerator Track B: Artificial Intelligence and Future Jobs and National Talent Ecosystem.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	159300.0 USD
55	Yulia Gel	University of Texas at Dallas	None	2020-05-01	2021-04-30	RAPID: Collaborative Research: Operational COVID-19 Forecasting with Multi-Source Information	Mathematical and Physical Sciences - This project aims to develop a new deep learning predictive platform for COVID-19 transmission, integrating multi-source information under model and data uncertainties. In contrast to other viruses such as influenza, SARS, and MERS, COVID-19 differs in a number of ways, including uncertainties in response to weather conditions, history of the disease, as well as the effectiveness of responses from public health officials or from the general public. An important aspect is to integrate multi-source data such as official reports, atmospheric variables, and social media data into operational biosurveillance and real-time prediction of COVID-19. The proposed biosurveillance framework will be used to forecast COVID-19 dynamics and to enhance mitigation strategies. In addition, it could also be applicable to tracking many other infectious diseases, thereby contributing to security of our society as a whole. Furthermore, the project will build innovative connections within and across mathematical biology, statistics, and deep learning, with a strong focus on interdisciplinary graduate research training.<br/><br/>As the main forecasting framework, the widely used Susceptible-Exposed-Infected-Recovered (SEIR) dynamic models can accurately describe the disease dynamics, but only with precise knowledge of disease parameters, which can take a long time to accurately estimate. Deep learning algorithms can potentially have superior predictive ability, but they require extensive training. Another key challenge in the statistical modeling of these events is how to timely and systematically integrate multiple sources of surveillance, anecdotal, and other health-related information under uncertainty. The proposed new predictive approach is based on the interaction between multiple data sources, dynamical SEIR models, and deep learning algorithms. The key idea is to view simulation SEIR models as ?surrogate? pre-trainers for the deep learning models, resulting in less real data needed to retrain the predictive model to reflect ?real world? COVID-19 progression. Deep learning predictive models can then be used for making predictions about the future COVID-19 dynamics, which can be compared to the predictions made by the original SEIR model. Depending on which mathematical model makes better predictions, another model can be updated with the better prediction as inputs, thereby representing reinforcement learning from both data and the best mathematical model. As a result, the new predictive framework will allow one to assess impacts of the immediate responses such as declaration of a national emergency, a school closing, or a quarantine, and can be considered as a step toward interpretable AI for COVID-19 biosurveillance.<br/><br/>This grant is being awarded using funds made available by the Coronavirus Aid, Relief, and Economic Security (CARES) Act supplemental funds allocated to MPS.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	80169.0 USD
56	Georgiy Bobashev	Research Triangle Institute	None	2020-05-01	2021-04-30	RAPID: Collaborative Research: Operational COVID-19 Forecasting with Multi-Source Information	Mathematical and Physical Sciences - This project aims to develop a new deep learning predictive platform for COVID-19 transmission, integrating multi-source information under model and data uncertainties. In contrast to other viruses such as influenza, SARS, and MERS, COVID-19 differs in a number of ways, including uncertainties in response to weather conditions, history of the disease, as well as the effectiveness of responses from public health officials or from the general public. An important aspect is to integrate multi-source data such as official reports, atmospheric variables, and social media data into operational biosurveillance and real-time prediction of COVID-19. The proposed biosurveillance framework will be used to forecast COVID-19 dynamics and to enhance mitigation strategies. In addition, it could also be applicable to tracking many other infectious diseases, thereby contributing to security of our society as a whole. Furthermore, the project will build innovative connections within and across mathematical biology, statistics, and deep learning, with a strong focus on interdisciplinary graduate research training.<br/><br/>As the main forecasting framework, the widely used Susceptible-Exposed-Infected-Recovered (SEIR) dynamic models can accurately describe the disease dynamics, but only with precise knowledge of disease parameters, which can take a long time to accurately estimate. Deep learning algorithms can potentially have superior predictive ability, but they require extensive training. Another key challenge in the statistical modeling of these events is how to timely and systematically integrate multiple sources of surveillance, anecdotal, and other health-related information under uncertainty. The proposed new predictive approach is based on the interaction between multiple data sources, dynamical SEIR models, and deep learning algorithms. The key idea is to view simulation SEIR models as ?surrogate? pre-trainers for the deep learning models, resulting in less real data needed to retrain the predictive model to reflect ?real world? COVID-19 progression. Deep learning predictive models can then be used for making predictions about the future COVID-19 dynamics, which can be compared to the predictions made by the original SEIR model. Depending on which mathematical model makes better predictions, another model can be updated with the better prediction as inputs, thereby representing reinforcement learning from both data and the best mathematical model. As a result, the new predictive framework will allow one to assess impacts of the immediate responses such as declaration of a national emergency, a school closing, or a quarantine, and can be considered as a step toward interpretable AI for COVID-19 biosurveillance.<br/><br/>This grant is being awarded using funds made available by the Coronavirus Aid, Relief, and Economic Security (CARES) Act supplemental funds allocated to MPS.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	89755.0 USD
