593	Peggy Giordano	Bowling Green State University	None	2020-05-01	2021-04-30	RAPID: THE CORONAVIRUS PANDEMIC: PREDICTORS AND CONSEQUENCES OF COMPLIANCE WITH SOCIAL DISTANCING RECOMMENDATIONS	Social, Behavioral and Economic Sciences - The need for social distancing measures implemented in the wake of the novel coronavirus pandemic is well established, but few studies have examined variability in compliance with this public health recommendation. It is particularly important to understand the social factors associated with this variability. This project builds on an ongoing longitudinal study of the life and relationship experiences of a large, diverse sample of young people interviewed first as adolescents, and subsequently interviewed multiple times as they have become adults. This provides an opportunity to interview these women and men to understand the process of navigating the guidelines, including: a) what factors predict more and less compliant responses to the social distancing guidelines; and b) what are the consequences of social distancing for emotional health, behavioral health, and relationship functioning. The findings of the project will alert researchers and policymakers to the myriad of personal and background characteristics that are associated with more or less compliance. This information will allow for the crafting of more effective public policies and messaging about social distancing, with the goal of promoting faster and more complete compliance during future pandemics. <br/><br/>Social distancing is a vital tool in fighting the COVID-19 pandemic, but we know little about who complies with guidelines and who does not. This project will draw on six waves of previously collected survey data (n=1,321) from the Toledo Adolescent Relationships Study (TARS) and a new COVID-19 online survey that will be administered to all respondents. These longitudinal data provide a unique opportunity to examine precursors and consequences of variations in response to the current social distancing guidelines. The design also includes in-depth phone interviews with a subset of respondents who were compliant (n=25) and others who did not change behavior or failed to comply consistently (n=25). The qualitative component will provide help to understand compliance as a process, and develop insights about the role of social networks in either encouraging or minimizing the need to comply. In addition to assessing the role of sociodemographic characteristics, the project will analyze the effects of prior adverse childhood and adolescent experiences, economic and social uncertainties, and network embeddedness as influences on levels of compliance. The availability of previous measures of social and behavioral health and prior relationship circumstances will allow the project to determine effects of social distancing and the experience of the pandemic, controlling for prior background. The project will also examine whether consistent reports of depression at prior waves exacerbate or dampen the effect of the recent experience of social distancing. The emphasis on social determinants provides a counterpoint to approaches that conceptualize compliance with health-promoting recommendations as an individualistic, largely cognitive process, and more broadly, will contribute to the emerging science of behavior change. Findings will inform sociological theories regarding identity and symbolic interaction, as well as theories of inequality, especially within the context of extreme events.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	200000.0	USD
594	Xiaohong Tan	Bowling Green State University	None	2020-05-01	2021-04-30	RAPID: Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)-Prevention: Multiple-Site Binding with Fusing Aptamers to mitigate Coronavirus Disease 2019	Mathematical and Physical Sciences - The SARS-CoV-2 causes the novel coronavirus infectious disease 2019 (COVID-19). The binding of the viral spike protein to a receptor protein (called the angiotensin converting enzyme 2, or ACE2) is the first step in the infection of the human host cell. Blocking or inhibiting this interaction could stop the invasion of the human cell by this highly infectious virus. With this award, the Chemistry of Life Processes program is supporting the research of Dr. Xiaohong Tan at Bowling Green University in Bowling Green, Ohio to create DNA aptamers to inhibit this initial step of viral invasion. Aptamers are short sequences of DNA that fold into a shape that matches that of a target molecule, thereby keeping other molecules from binding. These DNA aptamers are ?designed? by successive selection of molecules from large mixtures of different sequences, resulting in a few sequences that keep all other DNAs from binding the target. Dr. Tan uses this selection process to find DNA aptamers that bind tightly to the SARS-CoV-2 spike protein. Two of more of the identified DNA aptamers are linked together to create ?super binders? that are much better at inhibiting the interaction than would any single aptamer. Constructing DNA aptamers that block the invasion of SARS-CoV-2 into human cells may lead to the design of antiviral agents that help lessen the infectivity that causes the COVID-19 pandemic. Educational and training activities will focus on postdoctoral researchers learning cutting edge techniques in chemical biology on a ?front line? research problem. The team is developing ways to communicate their science to the public, to K-12 institutions, and to other research groups using distance learning technologies.<br/><br/>The goal of this project is to develop polymeric molecules (fusion DNA aptamers) that significantly interact with the binding domain of SARS-CoV-2. The objective is to effectively block the virus from binding to the specific ACE2 receptor, thereby blocking the entry of the virus into human cells and, as a result, its ability to cause COVID-19 infections. Professor Tan uses SELEX (systematic evolution of ligands by exponential enrichment) to identify individual aptamers that interact with three distinct regions on the cell binding domain of the spike (S) protein of SARS-CoV-2. The affinities of aptamers to their targets are measured through standard binding assays. These individual high affinity DNA aptamers are connected together using nucleic acid or chemical linkers to make fusion aptamers that have affinities comparable to those of antibodies. The ability of these fused DNA aptamer ?super binders? to effectively block this interaction is tested against a recombinant SARS-CoV-2 spike protein using standard technologies, as well as live SARS-CoV-2 through collaboration with the University of Toledo Medical School.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	200000.0	USD
595	April Thomas	University of Texas at El Paso	None	2020-05-01	2021-04-30	RAPID: Collaborative Research: Understanding At-Risk Adolescents' and Parents' Daily Experiences During COVID-19	Social, Behavioral and Economic Sciences - While the COVID-19 pandemic has far-reaching effects on communities and individuals, its impact on at-risk youth may be particularly pervasive and distinct. This RAPID project will study how at-risk adolescents and their parents experience COVID-19 in the initial time period following the novel coronavirus pandemic. The research will compare adolescents? sleep, social skills, social relationship quality, stress, mood, substance use, mental health symptoms, physical health, psychosocial development, externalizing behavior, and delinquency across the COVID-19 outbreak. The project also will examine whether juvenile incarceration exacerbates the potential impact of COVID-19 on youth outcomes. <br/><br/>The project will engage in a longitudinal study of at-risk (justice-involved, low-SES) adolescents to address how adolescent-parent dyads respond to and are affected by the COVID-19 pandemic. This research will use multiple methods, including self-report, collateral report, official records from the partnering department of probation, electronic daily diary reports, and actigraph technology, to assess changes in adolescents? and parents? functioning on a variety of outcomes in response to the COVID-19 pandemic. The findings will evince physical and mental health risks in response to the pandemic among at-risk youth. As well, the research will provide best practices for juvenile detention facilities and departments of probation in times of crises to ensure that youth continue to receive important rehabilitative services while maintaining the health and safety of youth, legal actors, and community members. Results will contribute to the limited existing knowledge base on the needs, risks, and potential protective factors of a vulnerable group of youth during a global state of emergency.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	98435.0	USD
596	Konstantin Sobolev	University of Wisconsin-Milwaukee	None	2020-05-01	2021-04-30	RAPID: Superhydrophobic and Photocatalytic Antimicrobial (SPA) Coatings	Engineering - The COVID-19 pandemic has resulted in drastic socioeconomic, educational, political and cultural impacts worldwide. Despite the measures currently undertaken, the latest projections of COVID-19 death toll range upwards of 100,000 across the U.S. The World Health Organization considers the main route of COVID-19 transmission to be through contact with surfaces that have been contaminated with small respiratory droplets that are released when COVID-19 patients cough or exhale. The virus that causes COVID-19 (SARS-CoV-2) retains infectivity on stainless steel surfaces for up to 72 hours, and the current absence of a vaccine and effective antiviral drugs makes it critical to explore novel approaches to breaking the chain of viral transmission. The project focuses on design and initial laboratory and field testing of a spray coating technology that can be applied to a variety of surfaces to both repel virus-laden droplets and photocatalytically deactivate viral pathogens that lodge on coated surfaces. More broadly, the project supports graduate and undergraduate training in the areas of surface coating technology and catalysis, and also engages local hospitals and university medical research facilities in assessing the efficacy of the coating technologies for combating a broad range of airborne pathogens.<br/><br/>Specifically, the research investigates the pathogen inhibiting efficacy of superhydrophobic and photocatalytic antimicrobial (SPA) coatings, a group of sprayable materials which, through their combined modes of action, can confer self-disinfecting properties to a wide array of surfaces, such as metals, concrete, ceramics, glass, and wood, to help prevent the transmission of viral, bacterial, and other pathogens for a prolonged duration of time, ranging from several months to several years. The SPA coatings represent a novel two-pronged approach to repelling and deactivating viral pathogens. The coatings consist of nano-TiO2 and ZnO siloxane-modified superhydrophobic layers that serve to repel respiratory droplets, thus minimizing the ability of pathogens to linger on surfaces, while also facilitating cleaning procedures. The superhydrophobic layers are intermixed with TiO2, ZnO, and Ti-phosphate layers that impart photocatalytic activity. The photocatalytic material has potential to deactivate any pathogens that remain on the surface through the release of hydroxyl radicals. Doping of the materials with cuprous compounds further enhances the antimicrobial effect. Efficacy against the COVID-19 virus is the primary justification for the urgency of the research, which will proceed in parallel via both lab and field testing. Beyond the immediate impact on the current pandemic, the resulting technology will improve our nation?s preparedness for future waves of the same virus or other airborne pathogens. In addition, data obtained during the current pandemic will provide a fast track to scale-up, manufacturing and widespread deployment of the anti-viral coatings.<br/><br/>This award is being funded by the CARES Act supplemental funds allocated to ENG and MPS.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	198326.0	USD
597	David Choffnes	Northeastern University	None	2020-05-01	2021-04-30	RAPID: Collaborative Research: The Internet under Widespread Shelter-in-Place: Resilience, Response, and Lessons for the Future	Computer and Information Science and Engineering - The spread of COVID-19 has led to unprecedented and ongoing changes to daily life, including shelter-in-place orders, widespread closing of businesses and schools, and work-from-home and school-from-home at previously unknown levels. These changes in behavior are placing extraordinary demands on the Internet. This project will measure the Internet?s ability to meet these demands, including comparing its performance before, during, and after the peak of COVID-19; whether the amount of change varies between areas heavily impacted by COVID-19 and those less impacted; and whether and how large networks adapt.<br/><br/>To provide this rich understanding, this project will combine multiple Internet-scale datasets that provide complementary views to investigate how responses to COVID-19 have impacted the Internet and how networks have reacted. Specifically, the project will measure how workloads have changed and their impact on networks in response to COVID-19 by measuring traffic patterns worldwide and the impact of congestion on performance globally. In addition, the project will measure how networks react to these changes in workloads by monitoring path changes that indicate rerouting of traffic during surges induced by measures in response to COVID-19, identifying whether traffic management is deployed for (de)prioritizing certain network flows, and measuring whether networks add interconnections and upgrade capacity. <br/><br/>Measuring the network impact of COVID-19 will illuminate the Internet?s strengths and weak points and is a crucial step towards improving the Internet?s future resilience in the face of pandemics, natural disasters, large scale conflict, and terrorist attacks. The Internet is designed for resiliency, but large cloud and content providers have been avoiding public Internet exchange points and the public Internet in favor of private interconnection and private wide-area networks. This project will understand the impact of these decisions. The relative performance of these strategies under stress should play a critical role in informing future research, funding, and design of critical Internet infrastructure. <br/><br/>All of the data, measurement tools, and analysis code used for this study will be published to the greatest extent permitted by our affiliated organizations and prevailing data privacy regulations, with links to these artifacts posted at<br/>https://covid19-internet-resilience.github.io/. The goal is to keep these artifacts publicly available in perpetuity via free storage and cloud repositories, though the duration is subject to the availability of such resources. The tools and code will be maintained for as long as they remain useful for measuring Internet resilience.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	74975.0	USD
598	Vesselin Shanov	University of Cincinnati Main Campus	None	2020-06-01	2021-05-31	RAPID: Design, Fabrication, and Testing a Prototype of Heatable Face Mask for Preventing Respiratory Diseases Contracted through Airborne	Engineering - Currently, there is a significant shortage of Personal Protective Equipment, particularly face masks, due to the COVID-19 pandemic in the United States. The statistic shows that one COVID-19 patient consumes on average 17 face masks per day worn by the medical personnel. The pandemic is also affecting personnel in military and correction facilities. The post COVID-19 forecast describes that the face masks will be required long after the infection and death toll curve is flattened and declines. Wearing face masks will become a new norm for a long period of time at workplaces, shopping centers, and public events. Simultaneously, with the huge demand, face mask prices are increasing dramatically. This project is targeting the design and fabrication of a prototype of heatable and reusable face mask that can kill viruses caught on the mask surfaces thus preventing their penetration within the human respiratory system. This is achieved through resistive heating above the virus lethal temperature. A thin and breathable hater film made of engineered carbon nanomaterials will be used, which is porous and can be retrofitted or placed on the outer surface of any commercial face mask. This heatable filter is powered by a portable battery or a cell phone and is thermally insulated from facial skin. The mask can be energized when worn by the user or in storage to disinfect it. Faculties with diverse background as well as undergraduate and graduate students, and eventually some industries, will be involved in this project. <br/><br/>The main objective of the proposal is to fabricate and test a heatable and porous carbon nanotube air filter incorporated into a commercially available N95 respirator or other face masks that are suitable for healthcare workers dealing with pathogens. The Joule heating is generated by a thin film consisting of a few layers of carbon nanotube sheet drawn from vertically aligned carbon nanotube arrays, however other carbon nanotube sheet materials like Bucky paper can be also employed. The performance temperature directly on the surface of the porous carbon nanotube heater is designed not to exceed 85 °C, which will be enough to inactivate SARS-CoV-2. The selected breathable insulating layers will attenuate this temperature down to the harmless 37 °C when wearing the heated mask. A second mode of the mask operation is proposed here when the protective equipment after use is activated by heating for 30 seconds which will disinfect the stored mask for reuse. The objective of this proposal will be achieved by pursuing the following aims: (a) design and fabricate a breathable carbon nanotube heater that is flexible and requires low voltage for powering via a portable battery or cell phone; (b) integrate the porous carbon nanotube heater into commercial masks; (c) test the air flow rate and the effectiveness of the mask to inactivate virus surrogates, and its safety to be worn. The intellectual merit of the proposed work is seen in the merging of a porous carbon nanotube heater with a conventional face mask, thus converting it to a reusable Personal Protective Equipment, which is proposed here for the first time. This mask does not have an alternative among other commercial face protective equipment. The broader impact of this proposal can be found in the multipurpose use of the invented face mask, which is expected to be beneficial not only for healthcare providers, but also for military personnel exposed to biological weapons, as well as for the general public preventing viruses causing COVID-19. Faculties with diverse background as well as undergraduate and graduate students, and eventually some industries, will be involved in this project.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	199997.0	USD
599	Joseph Mihaljevic	Northern Arizona University	None	2020-05-01	2021-04-30	RAPID: Real-time modeling of the source-sink dynamics of SARS-CoV-2 in rural regions for equitable public health	Biological Sciences - SARS-CoV-2, the virus that causes COVID-19, has become a global epidemic, spreading rapidly through communities across our country and around the globe. Accurate forecasting of disease spread is a critical tool for effectively planning outbreak responses, allowing us to predict how many people will be infected, how many patients will be in hospitals at any given time, and the resource needs (e.g. ventilators) at each hospital. Most modeling studies of SARS-CoV-2 have so far focused on predicting how the virus will spread in densely populated cities like New York City, but the virus is also rapidly spreading in more sparsely populated, rural regions. To accurately model outbreak dynamics in more rural areas, more realistic mathematical models are needed that can represent mid-sized population centers separated by large areas of low population density. This project will develop and refine these more advanced mathematical models to understand how population density and interconnectedness influence the trajectory of epidemic outbreaks. Importantly, the project will deploy model projections in near-real-time to aid in local public health interventions, via a secure web portal accessible to local and regional response planners. Model output will also be linked to the resources available at specific local and regional hospitals in a broad rural area, so that these hospitals can better manage the impacts of the SARS-CoV-2 epidemic. The modeling system and web application will serve as a framework for rapidly responding to future outbreaks. <br/><br/>Most epidemiological models that have been developed to forecast the spread of SARS-CoV-2 make assumptions that are likely only realistic in dense urban centers, such as frequency-dependent transmission dynamics, a lack of stochastic processes, and a lack of density-dependent effects. In this project, models will be developed that are more appropriate for sparse metapopulations, accounting for multiple sources of stochasticity, population movement across a landscape, density-dependent transmission, and spatial heterogeneity in transmission rates. The project will use advanced statistical computing algorithms to fit the models to data from a large rural region. This fitting routine will identify the most appropriate transmission functions that describe longitudinal patterns of case-counts and will allow the project to release data-informed predictions of SARS-CoV-2 spread in near-real-time. These model forecasts will be developed in collaboration with public health experts and healthcare practitioners to respond to the needs of under-served, rural communities. The secure web application will provide predictions of hospitalization rates at fine spatial grains so that already strained, rural hospital systems can adapt and plan under different intervention scenarios.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	199857.0	USD
600	John Remedios	National Centre for Earth Observation	None	None	None	Air quality and environmental impacts of Covid-19	Air quality impacts resulting from changes in behaviour in response to Covid-19.	UK Research and Innovation	Research Grant	None	None
601	Michael Pocock	UK Centre for Ecology and Hydrology	None	None	None	Does nature-based citizen science enhance well-being and mitigate negative effects of social isolation?	There is concern about the negative impacts of COVID-19 movement restrictions and social distancing on people's wellbeing and mental health. Engaging with nature is known to positively impact upon people's wellbeing and this has been promoted by many organisations. Evidence of the benefits of nature-based activities on wellbeing has come from 'noticing nature' activities where people pause and enjoy nature, sometimes with a creative response (e.g. writing or drawing). Nature-based citizen science is another way of connecting with nature and has the added value of collaboration and having a specific purpose, but its benefits have not so far been evaluated. We will undertake a large-scale randomised trial of the impact of citizen science and/or 'noticing nature' activities on people's nature connectedness and wellbeing, promoted through broadcast, print and social media. The outcome will be evidence-based recommendations on the use and design of nature-based citizen science to mitigate the negative effects of social isolation during the COVID-19 crisis and beyond.	UK Research and Innovation	Research Grant	None	None
602	William Pearse	Imperial College London	None	None	None	Improving COVID-19 forecasts by accounting for seasonality and environmental responses	Policy-makers urgently need medium- and long-term forecasts for SARS-CoV-2, but we are currently ignorant of the virus' seasonal dynamics. In the absence of data, forecasters have been forced to assume that SARS-CoV-2 will have identically strong environmental and seasonal responses to other coronaviruses[1]. We will address this important source of uncertainty by measuring changes in transmission across climatic gradients (e.g., temperature and humidity) to forecast seasonal responses. We will do so by leveraging classical ecological theory related to niche modelling (the measurement of species' environmental tolerances) and space-for-time substitution (using variation across space to predict variation through time). We will integrate this approach into existing forecasting models developed by the Imperial College London COVID-19 Response Team, which have informed the public-health response worldwide. This will allow mitigation strategy to account for climate-driven spatial changes in transmission, highlighting where and when stronger interventions are needed. As SARS-CoV-2 is evolving, and so potentially adapting, as it spreads, we will also conduct preliminary work to assess the extent to which the virus is adapting in situ to environmental conditions. This project will provide new insight into the relationships between SARS-CoV-2 transmission rates, seasonality, and environmental factors, which will inform the development of targeted optimal intervention strategies against COVID-19. We have prioritised our efforts around delivering forecasts before autumn and winter, leveraging an inter-disciplinary team of epidemiologists, quantitative ecologists, evolutionary biologists, and bioinformaticians. [1] Kissler et al. (2020) Science eabb5793.	UK Research and Innovation	Research Grant	284045.0	GBP
603	Kenny Baillie	MRC Human Genetics Unit at the University of Edinburgh	None	None	None	Genetic variation and COVID-related ICU admission	Investigating genetic variation associated with severe COVID-19 symptoms as an extension of the GenOMICC study (an open, collaborative, global community of doctors and scientists trying to understand and treat critical illness) during the SARS/MERS epidemics.	UK Research and Innovation	Research Grant	None	None
604	European & Developing Countries Clinical Trials Partnership	European & Developing Countries Clinical Trials Partnership	None	None	None	MRC contribution towards the EDCTP COVID-19 emergency call for proposals (Mobilisation of funding for COVID-19 research in sub-Saharan Africa research)	The MRC contribution (and that of DHSC UK total €3.5m Total funding €10m ) supports the UK participants in the awarded studies. Following the novel Coronavirus disease (COVID-19) outbreak in December 2019, there has been an unprecedented rapid spread across more than 181 countries, with more than 1 million confirmed cases globally as of 3 April 2020. In the light of rising numbers of cases being reported from affected countries, including several sub-Saharan African countries, the EDCTP Association agreed to activate the emergency funding mechanism to support Research & innovation Actions (RIAs) as part of the European response to the COVID-19 emergency.	UK Research and Innovation	Research Grant	2000000.0	GBP
605	Prof. Simon Maskell	University of Liverpool	None	None	None	Capitalising on big hypotheses for significantly better decision support for COVID-19	This project will empower COVID-19 decision makers by developing a data fusion system to bring together key expertise from disparate sources to improve the holistic understanding of COVID-19. A prototype system could provide, for example, daily forecasts of ICU bed demands for each NHS region in the UK to help decision makers agree appropriate social distancing measures.	UK Research and Innovation	Research Grant	16333.0	GBP
606	AG EDUCATION LTD.	AG EDUCATION LTD.	None	None	None	Developing a Covid-19 Support App for Junior Healthcare Professionals	The Covid-19 pandemic has placed considerable strain on junior healthcare professionals who are receiving reduced support from senior colleagues due to stretched NHS resources. They are also losing out on career progression opportunities due to lack of time and cancellation of training courses. With a vaccine unlikely to be available for at least 18 months, this disruption will persist for some time. Our project focuses on developing a mobile application which provides junior healthcare professionals with the guidances required to manage Covid-19 patients in the short-term, whilst ensuring they are able to access training to progress their careers in the longer-term. Adequate senior support and potential for career progression are significant factors in boosting morale and job satisfaction amongst healthcare workers (Collins _et al_. 2000). Finding novel ways to support junior staff and ensure that mechanisms for career progression are still available will therefore be a key part of supporting healthcare worker's mental health during this crisis. Current national Covid-19 guidance is targeted at senior clinicians and often has much assumed knowledge. This makes it particularly difficult for inexperienced staff to use. AG Education (medical education provider) propose to build a comprehensive educational mobile application, offering a solution to junior healthcare professionals which: 1. Provides the latest evidence-based guidance on the treatment of Covid-19 patients, in an appropriate format for junior healthcare professionals. 2. Provides remote access to career progression resources and training.	UK Research and Innovation	Research Grant	49226.0	GBP
607	TWO WORLDS CONSULTING LIMITED	TWO WORLDS CONSULTING LIMITED	None	None	None	udu: AI Platform for Pandemic Intelligence	The UK, amongst others, lacks a coherent infrastructure to support effective direct and timely collection and analysis of pandemic data, about both the progressIon of Covid-19 itself and the population response to public policy aimed at mitigating and profiling its progress. Refining policy and informing the judgement calls required to navigate the balance between lockdown and economic damage requires both accurate data and the ability to rapidly model multiple, 'What if?' scenarios. Current data intelligence systems are partial, fragmented, incomplete, lag reality and, in most cases can only surface what they have specifically been asked to look for. AI systems used to look for patterns are often constrained by the quality and range of data available to them. Existing models tend to look at single factors in isolation, e.g. not taking into account multiple sources of mortality data or failing to take account factors such as population mobility and behaviour, the impact of events such as Cheltenham races, sunny bank holiday weather or other regional and seasonal variations. This can only be addressed through a more holistic approach to data collection and integration. This project therefore uses an advanced data intelligence platform, udu, which is capable of integrating a wide range of data from multiple sources and of multiple types and of actively discovering new data online. It then uses software that can self-organise itself around a task to discover relationships between and patterns in the collected data to provide an inferential view of pandemic impact, policy effectiveness and population behaviour. udu has been established for several years in niche markets. Here, we are building on previous experience by Two Worlds in using udu to create systems for the predictive analysis of environmental change to public health for the first time. The resulting system is intended to be capable of supporting direct exploration by human users, providing an interface (API) to allow other teams to test their own analytic models against the datascape created by udu and supporting local and external machine learning systems with a wider range of high quality data and analysis.	UK Research and Innovation	Research Grant	49984.0	GBP
608	PYROGENESYS LTD	PYROGENESYS LTD	None	None	None	Virucidal Breathing Apparatus Filters (VBAF)	The Virucidal Breathing Apparatus Filters (VBAF) project will demonstrate proof of concept for a virucidal respirator filter cartridge insert, that will inactivate, "kill" airborne Coronavirus cells. Viral filtration efficiency (VFE) and bacterial filtration efficiency (BFE) measure the effectiveness of filter respirators against viruses and bacteria. Manufacturers state that although their product tests demonstrated  >99.9% results, the results "do not constitute a guarantee" and describe their PPE as "only designed to filter and not to kill viruses." Inactivation of virus cells MUST be incorporated as an essential feature of respirator filter cartridges. Our respirator cartridge inserts will be designed to remain viable for at least 12 hours i.e. during a single shift, to reduce consumables cost along with the risk of cross-contamination from frequent cartridge changes. Improving the safety of respiratory PPE for 1st responders and frontline healthcare workers, is critical to safeguarding the ability of the NHS to provide effective care during the COVID-19 crisis. Furthermore, as manufacturing capacity is scaled up, we will seek to incorporate our virucidal filters in high volume applications. Future product development will see our virucidal filters incorporated in face masks granting them superior safety performance to the incumbent N95 rated products which are "only designed to filter and not to kill viruses."	UK Research and Innovation	Research Grant	50000.0	GBP
609	METIX LIMITED	METIX LIMITED	None	None	None	Evaluating the utility of a prototype high acuity monitoring device for detecting deterioration in Covid-19 patients	The Covid-19 pandemic is an exceptional Public Health crisis; presenting an immense challenge to Healthcare systems around the world, with intensive care units capacity in danger of being overwhelmed. Because Covid-19 affects breathing, it is essential that Nurses and Doctors can detect deterioration in related vital signs, e.g. blood oxygen or carbon dioxide levels. These vital signs are recorded by several devices, making them costly, time-consuming, and prone to human error. A device that could ease the burden on front-line staff is sorely needed. This project can expedite the progress of our device and system to market, at a time when innovative medical devices are needed more than ever. Our prototype hand held portable monitor device, Coremed, is ultra-portable, flexible, easy to use, for capturing, transmitting and reporting patient vital signs. Our device records and transmits readings for non-invasive blood pressure, pulse, blood oxygen, temperature, respiration, and capnography, automatically calculates a (revised) NEWS2 score, and sounds an alert if the patient is in deterioration. Data is displayed, securely transferred and not lost. This can minimise medical, legal, ethical, and financial implications. By doing all of these things, we will enable Doctors and Nurses to better analyse information about patients. It transmits data continuously to Metix Remote, a remote monitoring system that tracks these outputs, making them visible on digital dashboards to clinical staff elsewhere. This makes monitoring of patient health more efficient, reducing clinical error, and improving standards of care. Testing the usability of our device and system will be invaluable, and benefit the eventual marketing of our device. Our study objectives are therefore: 1. Reliability testing Coremed prototype output part 1: compare for accuracy and equivalence with a similar monitor, using Fluke vital sign simulator, which simulates vital signs that can be read by any device. 2. Reliability testing Coremed prototype output part 2: compare the accuracy and equivalence of the Coremed prototype output with a similar monitor on a sample of healthy adults. 3. Determining UX: we will examine the usability of the Coremed prototype, and record performance issues to allow refinements. 4. Road test Metix Remote: test the reliability of Metix Remote tracking Coremed device taken on a random road trip. 5. Comparing time taken to record and chart vital signs: we will record how long it takes to set up, record and chart a full set of vital signs for Coremed and a similar monitor in a simulation vignette.	UK Research and Innovation	Research Grant	49330.0	GBP
610	PHION THERAPEUTICS LTD	PHION THERAPEUTICS LTD	None	None	None	Transient knockdown of the ACE-2 Receptor using the RALA Technology for COVID-19	RNAi therapeutics have the potential to transform healthcare interventions as evidenced by the approval of 2 products in the last 2 years for life threatening diseases. RNAi therapy is designed to transiently reduce a defective gene for therapeutic purposes. It is a rapidly growing market with 109 RNAi based therapeutics in clinical trials (July 2018)  [Turnbull 2020 ]. However, there are still issues that surround the RNAi therapeutics which include getting to the appropriate tissue and then ensuring intracellular delivery to the destination site. Recent studies have also indicated that those with underlying health conditions such as diabetes, high-blood pressure or smokers have an increased number of ACE-2 receptors in the lung epithelium  [Leung 2020 ]. Studies have revealed that COVID-19 uses the ACE-2 receptor to enter cells in order to produce more viral particles that can infect more ACE-2 receptor positive cells  [Kuba 2005 ]. The ACE-2 receptor plays a role for many biological functions but if expression could be lowered for a short period of time it could reduce the infectivity of the virus and help tip the balance towards healthy recovery. RNAi could be used to transiently reduce expression of this ACE-2 receptor but only if there is an appropriate delivery system. Therefore with clear alignment to the specific theme of healthcare in this COVID-19 grant call, pHion have developed a solution for RNAi delivery that is safe, does not further exacerbate the immune system, preferentially delivers the therapeutic to the lung and is cost-effective, ultimately enabling widespread adoption of the RNAi therapy. The innovation centres around the use of a peptide termed RALA that is designed to condense RNAi into nanoparticles (NPs) that have the properties necessary to cross cell membranes, escape endosomes delivering the cargo to the cytoplasm with high efficiency. The NPs formed between the RNAi which is designed to reduce ACE-2 expression and the RALA peptide do not require cold chain storage can be stored for many months without losing functionality. The proposed 6 month pilot study is designed to demonstrate that the RALA/RNAi NPs can reduce ACE-2 receptor expression in human lung cells and then in vivo for a short period of time. This evidence would be critical to secure future investment for the development of this therapeutic and the next steps would be toxicology and a Phase I trial. This short-acting RNAi therapy holds potential for any coronavirus outbreak that targets the ACE-2 receptor.	UK Research and Innovation	Research Grant	49911.0	GBP
611	ULTRAMED LIMITED	ULTRAMED LIMITED	None	None	None	Patient entered online information to support video outpatient consultations	The Covid-19 crisis has led to the rapid implementation of outpatient appointments being conducted remotely by video or telephone. However, the doctor or nurse has limited information about the patient, the problem they have and their background medical history. If this is entered online by the person before the consultation, the remote consultation will be more efficient and more likely to avoid a subsequent face to face appointment. Ultramed has developed a digital health platform delivering MyPreOp which is a part of the NHS innovation Accelerator and is supported by NHS England for widespread adoption in the NHS. The vision is to develop the digital health platform to deliver online pre-appointment programs for a range of clinical specialties. The key objective is to rapidly build and deploy these outpatient facing programs. It was anticipated this would take 2 years to deliver. However, the Covid-19 crisis and the need to deliver non face to face outpatient appointments means that there is an urgent need to bring forward the timeline. The innovation Funding will allow this to happen. A range of outpatient programs will be developed built on the existing digital health platform. This requires the clinical questions to be written and software code to be developed to deploy each program. A document upload functionality will be developed and deployed that will allow patients to upload documents or photos to share with the hospital consultant who is conducting the remote outpatient appointment. The programs will be available through the NHS patient login. This is innovative in putting the patient in control of their information which they choose to share with their healthcare provider before their outpatient appointment. The person has time to consider carefully the questions they are asked and input their answers. They also have the opportunity to enter questions that they would like to be answered by the doctor or nurse as part of the outpatient appointment. This is the basis of a Personal Health Record and Ultramed owns the trademark MyPHR. This approach has not previously been adopted in the outpatient setting to decrease the number of face to face appointments. It aligns with the NHS Long Term Plan to reduce face to face appointments by 1/3rd. This was the reason this suite of programs was going to be developed but the Covid-19 crisis has made this urgent.	UK Research and Innovation	Research Grant	43363.0	GBP
