79	Dr Joana Viana	University of Birmingham	Inst of Metabolism & Systems Research	2020-03-01	2021-01-13	Genomic regulation of vertebrate development	PROJECT AIM: This project will identify the genomic regions that play a crucial role during early vertebrate development and which of these are potential pharmaceutical targets for neurological disorders. BACKGROUND: Epigenetic and gene expression changes during development play crucial roles in determining cell fate. Insults during this time can cause abnormalities in these mechanisms and lead to diseases later in life, such as schizophrenia or ADHD. Determining the genomic regions that undergo changes during early development is essential to understand the molecular mechanisms involved in development and developmental disorders. To this date, no study has identified the genome-wide epigenetic and gene expression changes that occur in different cell types across several stages of early development. APPROACH: I will characterize the regulatory changes in specific cell populations during early development and identify potential targets for pharmaceutical therapies for neurodevelopmental disorders. Firstly, I will isolate purified cell populations from different tissue structures of the zebrafish embryo at different stages of development. These will be isolated using dissection and aspiration and/or cell sorting technologies. I will then characterise dynamic changes in histone modifications, DNA modifications, open chromatin and gene expression in each of these cell populations, using different genome-wide sequencing methods. To analyse these data I will use statistical methods and bioinformatics analyses. Finally, the epigenomic and transcriptomic changes involved in development identified during my fellowship will be compared to the existing genomics and transcriptomic datasets at Eli Lilly (in collaboration with the Lieber Institute for Brain Development and the Psychiatric Genomics Consortium) to help identify potential pharmaceutical targets for neuropsychiatric disorders with developmental origins.	Medical Research Council	Fellowship	133902.0	GBP
80	STEVEN ZVI JOSEFOWICZ	Weill Medical Coll Of Cornell Univ	None	2020-05-29	2022-04-30	Epigenetic Priming of Inflammatory Genes in COVID-19: Insights into Pathogenesis and Prognosis	The relatively high morbidity and mortality rates of the coronavirus disease 2019 (COVID-19) pandemic,caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), makes understanding specificrisk factors, pathogenesis and identifying effective therapies a top priority [1], [2]. Age is a general riskfactor, though there is high-variance in the clinical course of COVID-19 in middle-aged patients,including mortality rates over 1% among patients in their 50's [3], [2]. Further, more than one quarter ofnon-survivors in a Wuhan study have no co-morbidities [1]. Non-survivors had elevated serum IL-6, andfeatures of acute respiratory distress syndrome (ARDS) [1], [2]. These findings have provided rationalefor initiation of trials to explore therapeutic efficacy of IL-1R and IL-6R blockade in COVID-19 [4]. Instudying epigenetic control of inflammatory genes, we have found that key immune genes in bloodprogenitors are variably regulated by epigenetic poising across individuals, with variability across age anddisease states. Herein, we aim to reveal specific genes, and epigenetic states of these genes, that mayunderlie morbidity and mortality in COVID-19 through use of sensitive epigenomic methods recentlydeveloped by the lab. This work will illuminate features of SARS-CoV-2 susceptibility and pathogenesis,which is of the utmost importance if we are to develop effective therapies and patient managementstrategies in a timely manner.	National Institutes of Health	Research Grant	309206.0	USD
81	Dr Gabriele Schweikert	University of Dundee	None	2019-06-01	2021-05-31	Novel Machine Learning Techniques to Elucidate Function and Dynamics of Epigenomic Mechanisms	Epigenetic mechanisms allow eukaryotic cells to change their chromatin structure, providing phenotypic plasticity and enabling adaptive responses. These mechanisms leave measurable marks on the genome, including DNA methylation, spatial patterns of nucleosomes and histone modifications. Hundreds of proteins are implicated in writing and reading these complex, dynamic patterns. While many writers are essential, loss-of-function experiments have, paradoxically, shown little effect on the corresponding marks or gene expression, suggesting a high degree of redundancy. To understand individual epigenetic components, their interactions and their impact on gene expression, wet-lab experiments need to be complemented by sophisticated machine learning (ML) efforts, which offer a unique way of extracting signals from high-dimensional, redundant data. We propose building dedicated ML tools that will have a wide range of applications in epigenetic research. Individual epigenomic marks are readily recorded using e.g. ChIP-Seq, providing static snapshots of epigenomic states. These data exhibit high-order spatial patterns as neighboring nucleosomes interact. Previously, I’ve developed ML tools to compare epigenetic signatures across different conditions / cell types. However cross-talk between writers and readers leads to correlations between individual marks, epigenetic signatures and gene expression, raising questions about their causal relationships. Aimung for a mechanistic understanding of these signatures, we will develop computational tools based on Kernel methods and the Hilbert Schmidt Independence Criterion to find gene-specific epigenetic association networks and to relate them to gene expression. Then, multivariate spatio-temporal models of epigenomic time-series data will allow us to interpret the complex, potentially causal relationships between epigenomic changes and gene expression.	The Academy of Medical Sciences	Springboard Round 4	99705.0	GBP
82	Dr Christopher Rhodes	Imperial College London	None	2019-03-15	2021-03-14	Functional and epigenomic characterisation of genetic associations in pulmonary arterial hypertension	I have identified two genetic loci within which common variants (SNPs) are found and associated with pulmonary arterial hypertension (PAH) in a GWAS of PAH, validated in other GWAS from international collaborators. I wish to investigate the importance of these loci on gene regulation and the pathogenesis of PAH. This will involve in vitro studies using CRISPR inhibition, activation and gene editing approaches in relevant cells (pulmonary arterial endothelial cells) in combination with luciferase reporter assays, and functional read-outs. In silico analyses of available epigenomic data and predicted transcription factor (TF) binding sites along with electrophoretic mobility shift assays (EMSA) will allow identification of TFs whose binding is modified by the risk variants. This work is being done in collaboration with the Epigenomics Lab of Prof Jorge Ferrer at Imperial College. Furthermore, we have created knockout mice and rats lacking the conserved enhancer region, which will be assessed for functional impact on pulmonary vascular development and pathogenesis in PAH models including hypoxia and VEGFR2 inhibition by SUGEN. To investigate the clinical impact of this in other forms of pulmonary hypertension (PH) I will investigate the frequency of these variants in patients with different diagnoses of PH as part of the UK-wide collaborative network of which I am an active member and have previously obtained samples from for metabolomic and RNAseq analyses in PAH. I will combine these layers of omics data to define the effect of the genetic variation I have identified on patients profiles.	The Academy of Medical Sciences	Springboard Round 4	100000.0	GBP
83	Dr Ines Cebola	Imperial College London	None	2020-06-01	2022-05-31	Investigation of NAFLD-associated epigenetic dysregulation	This proposal aims to gain insights into the transcriptional and regulatory defects that associate with hepatic steatosis. To this end, we will: 1) Identify steatosis-responsive enhancers in human hepatocytes; 2) Link steady-state and stress-responsive hepatocyte enhancers to target genes; 3) Implement CRISPR/Cas9 editing tools in primary human hepatocytes for disease modelling. Currently, there is a lack of high-resolution maps of transcriptional enhancers for human liver, particularly of those that are stimuli- and stress-responsive. Given the enrichment of common disease genetic risk variants within transcriptional enhancers, this gap in knowledge may be limiting our power to prioritise and investigate causal variants that affect liver cell function. Here, we propose to expose human primary hepatocyte spheroids to pathophysiological concentrations of free fatty acids, carbohydrates and insulin, which were previously shown to induce changes in a select number of genes and induce lipogenesis, consistent with a steatosis-like hepatic state. We will apply RNA-seq and ATAC-seq to identify differentially active enhancers in hepatic spheroids with steatosis, which we will link to target genes by correlation analysis. The epigenomic maps will be integrated with metabolic trait genetic association datasets. As proof-of-principle, we will select and target one steatosis-modulated enhancer with CRISPR/Cas9 in human hepatocytes. Functional outcomes will be evaluated by qPCR and intracellular lipid quantification by FACS (BODIPY). This project is intended to provide proof-of-principle evidence that there is rewiring of the hepatic enhancer landscape in NAFLD-associated conditions. Furthermore, it is designed to lay the groundwork for future high-throughput liver cell enhancer functional screens.	The Academy of Medical Sciences	Springboard Round 5	99964.63	GBP
84	Dr Lynn Swun Quek	King's College London	Cancer Studies	2020-04-01	2023-05-31	Epigenomic Mechanisms of Action of Novel Mutant Isocitrate Dehydrogenase Inhibitors in Acute Myeloid Leukaemia	Aims and objectives 1. Investigate how abnormal epigenetic gene regulatory mechanisms result in differentiation block and leukaemic transformation in IDHm AML. 2. Investigate the molecular mechanisms of action of mutant IDH inhibitors in inducing differentiation of AML, focusing on effects on transcription factors involved in normal granulocyte-monocyte (GM) differentiation. Methodology 1. Compare gene expression, DNA methylation and chromatin accessibility, performed in parallel (multi-genomics) in normal bone marrow versus AML. Perform unbiased genome-wide bioinformatic analysis, and analysis focused on differentially expressed transcription factors required for normal GM differentiation (GM-TFs) but suppressed in AML. 2. Test the hypothesis that failure to express GM-TFs results in leukaemic transformation using CRISPR knockdown of candidate GM-TFs in IDH1-mutant preleukaemic mouse model. 3. Perform multi-genomic sequencing on mIDHi-treated AML LSC in vitro to investigate how mIDHi upregulates GM-TFs. Identify GM-TFs upregulated with mIDHi in responsive AML samples but which remain repressed in non-responsive samples. Test if re-expression restores response in resistant AML samples. 4. Correlate GM-TFs required for response (from point 3) with gene expression in IDHm AML patients who are resistant to mIDHi treatment in vivo. These may be important targets for novel therapies. Applications and benefits This work will improve our understanding of the molecular mechanisms of differentiation block and its contribution to pathogenesis of AML. It will help explain why differentiation therapies may not cure patients. The data has the potential to identify new genes/ pathways that should be targeted by novel therapies to improve clinical outcomes. It will provide the rationale for design of future clinical trials of combination therapy. Multi-genomic characterisation of patients may be useful as a prognostic tool, and to guide therapeutic decisions.	Medical Research Council	Fellowship	804610.0	GBP
85	Prof. Doron MERKLER	UNIVERSITE DE GENEVE	None	2020-05-01	2025-04-30	Molecular pathology of anti-viral T cell responses in the central nervous system	Immune responses against viruses in the central nervous system (CNS) can result in devastating outcomes. Even non-cytolytic CD8+ T cell interactions, which purge viruses from neurons without triggering cell death, can induce permanent damage. Yet, how this immune response irreversibly disrupts neuronal homeostasis remains unclear. Here, we will elucidate the molecular mechanisms that underlie non-cytolytic CD8+ T cell engagement with infected neurons and their consequences on neuron function in vivo. We hypothesize that inflammatory signalling in neurons, induced by non-cytolytic CD8+ T cell interactions, triggers metabolic and epigenetic changes that underpin permanent neuronal dysfunction. "PATHOCODE" will test this hypothesis by harnessing a unique animal model of T cell-driven virus encephalitis in the following objectives: 1. Discern neuronal subset-specific vulnerabilities and antigen-dependent versus bystander effects in the inflamed CNS. We will perform single nucleus RNA sequencing to examine whether T cell engagement (a) differentially affects molecularly distinct neurons, and (b) affects non-targeted, uninfected neurons. 2. Uncover the consequences of non-cytolytic T cell engagement on neuronal metabolism. We will use cell-specific mitochondrial reporter mice to investigate immune-driven metabolic adaptation of neurons in vivo. 3. Determine how non-cytolytic T cell engagement affects the neuronal epigenome. We will employ cell-specific nucleus/ribosome reporter mice to elucidate how T cell engagement affects the translatome and epigenome of infected cells. 4. Rescue T cell-mediated neuronal dysfunction by restoring metabolic pathways. We will exploit recent CRISPR/Cas9 technological advances to restore neuronal gene expression and uncover the relevance of immune-driven metabolic and epigenomic changes to disease. Our study will thus provide novel molecular concepts about immune-driven neuronal alterations in CNS inflammatory diseases.	European Research Council	Consolidator Grant	1999954.0	EUR
86	Dr. Michael NODINE	GREGOR-MENDEL-INSTITUT FÜR MOLEKULARE PFLANZENBIOLOGIE GMBH	None	2015-07-01	2020-06-30	Small RNA regulation of the body plan and epigenome in Arabidopsis embryos	Small RNAs are short non-coding RNAs that regulate gene expression in plants and animals. Although small RNAs are essential for proper differentiation and epigenome regulation, little is known regarding their embryonic functions, especially in plants. Arabidopsis thaliana is a leading system to study the regulatory roles of small RNAs because of the abundance of genetic, genomic and epigenomic resources. Moreover, Arabidopsis embryos undergo invariant division patterns and rapidly differentiate to generate the most basic plant cell-types arranged in correct positions. Early Arabidopsis embryos are therefore morphologically simple structures composed of diverse cell types making them ideal for determining the influence of small RNAs on fundamental cellular differentiation and reprogramming events. The objectives of the proposed research are designed to assess the regulatory roles of small RNAs in establishing both the basic body plan and epigenome in plant embryos. We will utilize modified next-generation sequencing technologies to identify small RNAs present in developing embryos. Because we will generate these RNA profiles from a mixture of cell-types, we will also use a fluorescent protein-based approach to quantify specific miRNA repressive activities in individual cell-types. To determine the functions of individual miRNA/target interactions during embryogenesis, we will identify miRNAs required for embryo development and use genome-wide approaches to study specific miRNA/target interactions in greater detail. Lastly, we will use a fusion of genetic and genomic methods to determine how small RNAs influence the nascent epigenome during early embryogenesis.	European Research Council	Starting Grant	1499989.0	EUR
87	Erik Melén	Karolinska Institutet	None	2020-08-01	2020-06-30	Exploring immunologic and genetic factors in COVID-19 with relevance for immunity and long-term health; a new BAMSE follow-up (Immunologiska och genetiska faktorer vid COVID-19 av betydelse för immunitet och långsiktiga hälsoeffekter; en ny uppföljning av BAMSE-studien)	In this project, we propose a new COVID-19 focused follow-up of participants in our longitudinal BAMSE birth cohort (n=4,089 age 25-30 y) including repeated serology analyses of coronavirus immunity, risk factor assessment, elucidations of underlying genetic and immunologic factors and new lung function tests to evaluate long-term pulmonary effects.In Phase 1 (June-Jul 2020), a web survey on COVID-19 symptoms and lifestyle factors will be answered, and filter paper sent home for personal home blood sampling (collaboration with KTH). Analysis of SARS-CoV2 IgG will be done. In Phase 2 (Sept-Dec 2020), all participants will be invited to a clinical follow-up, including lung function meansurements and blood sampling and new web survey. Phase 3 (Jan – March 2021) will be the same as Phase 1.Linkage with national and regional health registers will be done. Immune phenotyping and analyses of cellular immunity will be explored. Large-scale proteomics data (OLINK) and Genome-wide genotype (GWAS) data are available for analyses; new whole genome sequencing, transcriptomics, epigenomic and proteomic analyses are planned. Lung function and BMI trajectories have been analyzed from childhood to adulthood.In the population-based BAMSE study, we have a unique opportunity in this project to study how SARS-Cov2 immunity develops in young adults, and thanks to our rich, longitudinal database and biobank, to evaluate key risk factors and health effects consequences of coronavirus infection. Folkhälsovetenskap, global hälsa, socialmedicin och epidemiologi	Swedish Research Council	Research Grant	1772000.0	SEK
88	Dr Diego Villar Lozano	Cambridge, University of	Clinical Medicine	None	2020-06-30	Epigenomic conservation of cardiomyocyte enhancers and its interplay with human genetic variants in myocardial disease	Despite considerable progress in characterising coding variants underlying human heart disease, most non-coding genetic variation (contributing over 90% of disease-associated heart variants) remains functionally unexplored. Genome-wide enhancer activities in heart tissue are dominated by cardiomyocytes and show low sequence conservation and considerable plasticity to stimuli such as pressure overload. The rapid turnover of heart regulatory regions across species suggests sequence conservation cannot faithfully predict the relevance of myocardial enhancers and their disease-associated variants.Combining comparative functional genomics, bioinformatics and molecular biology, I will first characterise enhancer evolution in heart tissue and its relationship to myocardial disease variants. Analysis of cardiomyocytes exposed to pathophysiological stress in human and mouse cells will identify candidate enhancers relevant to myocardial disease. Lastly, I will interrogate the impact of conserved cardiomyocyte enhancers on myocardial function via genome editing in human cardiomyocytes and mice. These experiments will test how evolutionary stability and plasticity to pathophysiological stress influence the impact of cardiomyocyte enhancers on myocardial function, providing insights into the regulatory mechanisms by which human non-coding variants impact myocardial diseases such as cardiomyopathies and conduction abnormalities.	British Heart Foundation	Intermediate Basic Science Research Fellowship	472286.0	GBP
89	Dr. Qi Zhou	University of Vienna	None	2016-08-01	2021-07-31	Evolution and Impact of Heterochromatin on a Young Drosophila Y chromosome	The transition from euchromatin to heterochromatin is a fundamental process that particularly reshaped the epigenomic landscape of Y chromosome. Its definitive genomic underpinning and broad functional impact are still unclear, as heterochromatin (e.g., that of human Y) is usually too repetitive to study. I have previously demonstrated that, the young Y (‘neo-Y’) chromosome of Drosophila miranda has just initiated such a transition, thus is a powerful model to unveil the evolution, regulation and functional interaction of heterochromatin. I showed that this neo-Y still harbours over 1800 genes, and only 20-50% of the sequences are transposable elements (TE). Over five years, I aim to: 1) precisely resolve the structure and insertion sites of TEs as a pre-requisite for studying heterochromatin, by combining state-of-art sequencing and bioinformatic techniques. 2) I will reveal the de novo heterochromatin formation triggered by TE insertions or the heterochromatin/euchromatin boundary shifts on the neo-Y, by comparing the binding profiles of histone modification hallmarks and insulator proteins of D. miranda to its sibling species D. pseudoobscura, which lacks the neo-Y. Such epigenomic changes have likely driven the exaptation or innovation of small RNA pathways that govern the TE mobility. 3) I will then identify the responsible small RNAs and their encoding loci, which are expected to have newly emerged or differentially expressed in D. miranda relative to D. pseudoobscura. 4) Finally, I will develop CRISPR/Cas9 in D. miranda to manipulate the expression of TEs encoding such small RNAs on the neo-Y, in order to scrutinize how TE/heterochromatin evolution on the Y would impact the chromatin landscape of the entire host genome. The combined aim of this multidisciplinary project is to generate a framework for understanding the basic mechanisms of how heterochromatin evolves; and open a new avenue toward the discovery of Y chromosome function beyond male determination.	European Research Council	Starting Grant	1971846.0	EUR
90	Dr Johnathan Cooper-Knock	University of Sheffield	None	2020-01-01	2022-12-31	Identifying and verifying non-coding genetic causes of amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis (ALS or motor neuron disease) is aggressive and relatively common. 10% is familial, but even in sporadic ALS estimated heritability is 61%. The complex inheritance patterns underlying the majority of disease are poorly understood. I aim to discover the basis of this missing heritability to inform translational research. Genome-wide association studies suggest the majority of missing ALS heritability is distributed throughout non-coding DNA. Within these regions, established methods for identifying disease-associated coding variants are either ineffective or underpowered. I have developed pioneering methodology to detect ALS-associated genetic variation within gene-enhancers and promoters - non-coding DNA elements that control gene expression. Using whole genome sequencing (WGS) data I identified genome-wide significant ALS-associated variation in enhancers controlling expression of METTL8 (p=1.7E-06). Moreover, I used a non-linear model to identify new ALS-association within gene-promoters which was twice as effective as standard methodology. I will validate my discoveries using a high-throughput reporter; top candidates will be modelled in vitro and in vivo. I will develop my methodology to be cell-specific by profiling of epigenomic features within normal motor neurons. I intend to construct a complete genetic architecture for sporadic ALS to enable individualised diagnostic and prognostic prediction through WGS.	Wellcome Trust	Clinical Research Career Development Fellowship	438088.0	GBP
91	Prof Eran Segal	The Weizmann Institute of Science	None	2020-01-01	2022-12-31	Identifying and verifying non-coding genetic causes of amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis (ALS or motor neuron disease) is aggressive and relatively common. 10% is familial, but even in sporadic ALS estimated heritability is 61%. The complex inheritance patterns underlying the majority of disease are poorly understood. I aim to discover the basis of this missing heritability to inform translational research. Genome-wide association studies suggest the majority of missing ALS heritability is distributed throughout non-coding DNA. Within these regions, established methods for identifying disease-associated coding variants are either ineffective or underpowered. I have developed pioneering methodology to detect ALS-associated genetic variation within gene-enhancers and promoters - non-coding DNA elements that control gene expression. Using whole genome sequencing (WGS) data I identified genome-wide significant ALS-associated variation in enhancers controlling expression of METTL8 (p=1.7E-06). Moreover, I used a non-linear model to identify new ALS-association within gene-promoters which was twice as effective as standard methodology. I will validate my discoveries using a high-throughput reporter; top candidates will be modelled in vitro and in vivo. I will develop my methodology to be cell-specific by profiling of epigenomic features within normal motor neurons. I intend to construct a complete genetic architecture for sporadic ALS to enable individualised diagnostic and prognostic prediction through WGS.	Wellcome Trust	Clinical Research Career Development Fellowship	438088.0	GBP
92	Dr Eran Hornstein	The Weizmann Institute of Science	None	2020-01-01	2022-12-31	Identifying and verifying non-coding genetic causes of amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis (ALS or motor neuron disease) is aggressive and relatively common. 10% is familial, but even in sporadic ALS estimated heritability is 61%. The complex inheritance patterns underlying the majority of disease are poorly understood. I aim to discover the basis of this missing heritability to inform translational research. Genome-wide association studies suggest the majority of missing ALS heritability is distributed throughout non-coding DNA. Within these regions, established methods for identifying disease-associated coding variants are either ineffective or underpowered. I have developed pioneering methodology to detect ALS-associated genetic variation within gene-enhancers and promoters - non-coding DNA elements that control gene expression. Using whole genome sequencing (WGS) data I identified genome-wide significant ALS-associated variation in enhancers controlling expression of METTL8 (p=1.7E-06). Moreover, I used a non-linear model to identify new ALS-association within gene-promoters which was twice as effective as standard methodology. I will validate my discoveries using a high-throughput reporter; top candidates will be modelled in vitro and in vivo. I will develop my methodology to be cell-specific by profiling of epigenomic features within normal motor neurons. I intend to construct a complete genetic architecture for sporadic ALS to enable individualised diagnostic and prognostic prediction through WGS.	Wellcome Trust	Clinical Research Career Development Fellowship	438088.0	GBP
93	Prof Michael Snyder	Stanford University	None	2020-01-01	2022-12-31	Identifying and verifying non-coding genetic causes of amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis (ALS or motor neuron disease) is aggressive and relatively common. 10% is familial, but even in sporadic ALS estimated heritability is 61%. The complex inheritance patterns underlying the majority of disease are poorly understood. I aim to discover the basis of this missing heritability to inform translational research. Genome-wide association studies suggest the majority of missing ALS heritability is distributed throughout non-coding DNA. Within these regions, established methods for identifying disease-associated coding variants are either ineffective or underpowered. I have developed pioneering methodology to detect ALS-associated genetic variation within gene-enhancers and promoters - non-coding DNA elements that control gene expression. Using whole genome sequencing (WGS) data I identified genome-wide significant ALS-associated variation in enhancers controlling expression of METTL8 (p=1.7E-06). Moreover, I used a non-linear model to identify new ALS-association within gene-promoters which was twice as effective as standard methodology. I will validate my discoveries using a high-throughput reporter; top candidates will be modelled in vitro and in vivo. I will develop my methodology to be cell-specific by profiling of epigenomic features within normal motor neurons. I intend to construct a complete genetic architecture for sporadic ALS to enable individualised diagnostic and prognostic prediction through WGS.	Wellcome Trust	Clinical Research Career Development Fellowship	438088.0	GBP
94	Professor Dame Pamela Shaw	University of Sheffield	None	2020-01-01	2022-12-31	Identifying and verifying non-coding genetic causes of amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis (ALS or motor neuron disease) is aggressive and relatively common. 10% is familial, but even in sporadic ALS estimated heritability is 61%. The complex inheritance patterns underlying the majority of disease are poorly understood. I aim to discover the basis of this missing heritability to inform translational research. Genome-wide association studies suggest the majority of missing ALS heritability is distributed throughout non-coding DNA. Within these regions, established methods for identifying disease-associated coding variants are either ineffective or underpowered. I have developed pioneering methodology to detect ALS-associated genetic variation within gene-enhancers and promoters - non-coding DNA elements that control gene expression. Using whole genome sequencing (WGS) data I identified genome-wide significant ALS-associated variation in enhancers controlling expression of METTL8 (p=1.7E-06). Moreover, I used a non-linear model to identify new ALS-association within gene-promoters which was twice as effective as standard methodology. I will validate my discoveries using a high-throughput reporter; top candidates will be modelled in vitro and in vivo. I will develop my methodology to be cell-specific by profiling of epigenomic features within normal motor neurons. I intend to construct a complete genetic architecture for sporadic ALS to enable individualised diagnostic and prognostic prediction through WGS.	Wellcome Trust	Clinical Research Career Development Fellowship	438088.0	GBP
95	Professor Dominic Withers	Imperial College London	None	2020-12-01	2025-11-30	Genomic and functional characterisation of cell-type specific epigenetic and genetic mechanisms implicated in human obesity.	Regulation of gene expression by DNA methylation (5mC) in response to genetic and environmental risk factors is considered important to human obesity and type-2 diabetes (T2D) pathogenesis. Yet, difficulty finding causal 5mC changes in humans is limiting downstream clinical applications. I have discovered 5mC changes robustly associated with obesity and their predicted effector genes in human adipocytes. I have then refined these loci and genes using human genomics, cross-species transcriptomics and biological evidence to 3 top candidates for discovery of novel mechanisms of disease – the MEDAG, FGFRL1 and TXNRD1 loci. I will use sophisticated gene targeting to investigate the causal effects of the MEDAG, FGFRL1 and TXNRD1 genes on obesity and T2D in a mouse model of human disease, and detailed phenotyping to examine the pathophysiological mechanisms. In parallel, I will use functional and experimental genomics to explore the regulatory significance of obesity-associated 5mC sites on MEDAG, FGFRL1 and TXNRD1 gene expression, and the underlying epigenetic mechanisms, in human adipocytes. These complementary lines of evidence will establish whether locus-specific 5mC variations and subsequent gene expression changes impact on human obesity phenotypes, and may define epigenomic and molecular targets for new obesity and T2D therapies.	Wellcome Trust	Clinical Research Career Development Fellowship	1393685.0	GBP
96	Dr William Scott	Imperial College London	None	2020-12-01	2025-11-30	Genomic and functional characterisation of cell-type specific epigenetic and genetic mechanisms implicated in human obesity.	Regulation of gene expression by DNA methylation (5mC) in response to genetic and environmental risk factors is considered important to human obesity and type-2 diabetes (T2D) pathogenesis. Yet, difficulty finding causal 5mC changes in humans is limiting downstream clinical applications. I have discovered 5mC changes robustly associated with obesity and their predicted effector genes in human adipocytes. I have then refined these loci and genes using human genomics, cross-species transcriptomics and biological evidence to 3 top candidates for discovery of novel mechanisms of disease – the MEDAG, FGFRL1 and TXNRD1 loci. I will use sophisticated gene targeting to investigate the causal effects of the MEDAG, FGFRL1 and TXNRD1 genes on obesity and T2D in a mouse model of human disease, and detailed phenotyping to examine the pathophysiological mechanisms. In parallel, I will use functional and experimental genomics to explore the regulatory significance of obesity-associated 5mC sites on MEDAG, FGFRL1 and TXNRD1 gene expression, and the underlying epigenetic mechanisms, in human adipocytes. These complementary lines of evidence will establish whether locus-specific 5mC variations and subsequent gene expression changes impact on human obesity phenotypes, and may define epigenomic and molecular targets for new obesity and T2D therapies.	Wellcome Trust	Clinical Research Career Development Fellowship	1393685.0	GBP
97	Prof David Carling	Imperial College London	None	2020-12-01	2025-11-30	Genomic and functional characterisation of cell-type specific epigenetic and genetic mechanisms implicated in human obesity.	Regulation of gene expression by DNA methylation (5mC) in response to genetic and environmental risk factors is considered important to human obesity and type-2 diabetes (T2D) pathogenesis. Yet, difficulty finding causal 5mC changes in humans is limiting downstream clinical applications. I have discovered 5mC changes robustly associated with obesity and their predicted effector genes in human adipocytes. I have then refined these loci and genes using human genomics, cross-species transcriptomics and biological evidence to 3 top candidates for discovery of novel mechanisms of disease – the MEDAG, FGFRL1 and TXNRD1 loci. I will use sophisticated gene targeting to investigate the causal effects of the MEDAG, FGFRL1 and TXNRD1 genes on obesity and T2D in a mouse model of human disease, and detailed phenotyping to examine the pathophysiological mechanisms. In parallel, I will use functional and experimental genomics to explore the regulatory significance of obesity-associated 5mC sites on MEDAG, FGFRL1 and TXNRD1 gene expression, and the underlying epigenetic mechanisms, in human adipocytes. These complementary lines of evidence will establish whether locus-specific 5mC variations and subsequent gene expression changes impact on human obesity phenotypes, and may define epigenomic and molecular targets for new obesity and T2D therapies.	Wellcome Trust	Clinical Research Career Development Fellowship	1393685.0	GBP
98	Dr Bushra Ateeq	Indian Institute of Technology Kanpur	Department of Biological Sciences & Bioengineering	2020-09-01	2025-08-31	Integrative Molecular Profiling of Prostate Cancer: Identification of molecular signature for risk stratification and advanced-stage disease management	Integrative sequencing approaches have revealed extensive molecular-heterogeneity of prostate cancer (PCa) at genomic, epigenomic, transcriptomic and proteomic levels. For instance, somatic biallelic loss of CDK12, somatic/germline mutations in DNA-repair pathway, and their therapeutic vulnerability to poly-ADP-ribose-polymerase inhibitors is well-established in Caucasian PCa cohorts. However, mutational landscape of PCa patients from India and their clinical significance is largely unknown. To understand the disease-pathobiology and redefine therapeutic targets for these patients, here, we aim to explore the genomic aberrations prevalent in PCa patients from India. We will perform in-depth multi-platform comprehensive profiling (Whole-Exome Sequencing and RNA-Sequencing) of a discovery-cohort (n=50), and targeted gene-panel (~2000) approach for validation cohort, subsequently develop a focused ~200 gene-panel as a prototype for future clinical-testing. Moreover, we will also establish PCa patient-derived organoids (PDO) and PDO-xenografts for genomic characterization and potential drug-screening, which retains similar genetic-signatures and therapeutic-response as patients. Finally, we aim to develop tumor cell-free DNA/exosome-based diagnostics for detecting clinically-relevant androgen-receptor mutations and splice-variants, which predicts resistance to abiraterone and enzalutamide, and would assist in treatment selection of castration-resistant patients. The proposed study will provide the much-needed information of the contributing genetic/epigenetic events in Indian PCa cohort, and allow clinicians/urologists to re-visit the disease management-strategies.	DBT/Wellcome Trust India Alliance	Senior Fellowship	44776378	INR
99	Dr. Simon Elsässer	Karolinska Institutet	None	2021-01-01	2022-06-30	Highly multiplexed, quantitative epigenetic profiling	Here, we develop a highly multiplexed, quantitative, ChIP-Seq technology (hmqChIP-Seq) for commercial exploitation in high-throughput profiling of epigenetic drug on- and off-target effects. Screening efficacy and toxicology of drug candidates in early stages of development has been recognized to be an essential part of drug screening. 90% of all Phase I drug candidates do not reach FDA approval and it is estimated that a quarter of failures relates to unexpected toxicity in humans. This is stunning given that all Phase I drugs have undergone animal-heavy battery of toxicologic tests and showcases the importance of expanding the screening capabilities for drug efficacy and toxicology in human cell-based assays, be it standard culture, organoids or engineered tissues. We believe that the interaction of drugs with the epigenome is an understudied/undervalued area of pre-clinical testing and epigenetic drug profiling will be key in predicting long term outcome in humans. With hmqChIP-Seq, 96 or more drug conditions can be screened against 24 or more epigenomic markers, such as histone or DNA post-translational modifications using specific antibodies and next-generation sequencing read-out. The method development aims to reduce the necessary input material to 1000 cells per condition, allowing it to be placed downstream of typical high-throughput cell-based drug screening assay in a variety of relevant human cell models, such as induced pluripotent stem cells, engineered tissues, organoids. The technology provides a framework for high-throughput, low cost, elucidation of short and long term action and toxicology of epigenetic drugs, or any drug candidate that could affect epigenetic markers.	European Research Council	Proof-of-Concept Grant	150000.0	EUR
